Rang,Athlète,Club,Total,CaP1,#1,Vélo,Vélo Cum.,#2,CaP2,U23,A.S.,Event,Race,Gap to 1st Total (s),Gap to 1st CaP1 (s),Gap to 1st Vélo (s),Gap to 1st Vélo Cum. (s),Gap to 1st CaP2 (s),Score Total,Score CaP1,Score Vélo,Score Vélo Cum.,Score CaP2,Gap to 1st CaP1 (s/km),Gap to 1st Vélo (s/km),Gap to 1st CaP2 (s/km),Gap to 1st Total (s/km),year,T1,T2
29,JOSEPHINE DELVINCOURT,LYS CALAIS TRIATHLON,0 days 01:04:37,0 days 00:17:13,0 days 00:00:41,0 days 00:35:43,0 days 00:53:37,00:00:47,0 days 00:10:16,,,poinconnet,D1F,311.0,129.0,95.0,220.0,87.0,9197.8333763219,8751.210067763795,9556.696220251983,9316.133043207958,8587.662337662337,25.8,4.75,34.8,11.31,2019,,
30,LAURA VALLOIS,TRIATHLON CLUB MONTREUILLOIS,0 days 01:04:40,0 days 00:16:29,0 days 00:00:51,0 days 00:36:18,0 days 00:53:38,00:00:49,0 days 00:10:15,,,poinconnet,D1F,314.0,85.0,130.0,221.0,86.0,9190.721649484536,9140.546006066734,9403.122130394857,9313.238036047234,8601.626016260163,17.0,6.5,34.4,11.42,2019,,
31,PAULINE VIE,LA GRANDE MOTTE TRIATHLON,0 days 01:04:45,0 days 00:17:32,0 days 00:00:50,0 days 00:35:16,0 days 00:53:38,00:00:46,0 days 00:10:24,U23,,poinconnet,D1F,319.0,148.0,68.0,221.0,95.0,9178.893178893179,8593.155893536123,9678.638941398865,9313.238036047234,8477.564102564102,29.6,3.4,38.0,11.6,2019,,
32,ALINE ANDRIEU,LYS CALAIS TRIATHLON,0 days 01:04:45,0 days 00:17:12,0 days 00:00:51,0 days 00:35:34,0 days 00:53:37,00:00:50,0 days 00:10:20,,,poinconnet,D1F,319.0,128.0,86.0,220.0,91.0,9178.893178893179,8759.68992248062,9597.000937207124,9316.133043207958,8532.258064516129,25.6,4.3,36.4,11.6,2019,,
33,FLORENCE CUCHEVAL,LYS CALAIS TRIATHLON,0 days 01:04:51,0 days 00:17:32,0 days 00:00:48,0 days 00:35:13,0 days 00:53:33,00:00:45,0 days 00:10:34,,,poinconnet,D1F,325.0,148.0,65.0,216.0,105.0,9164.739141608841,8593.155893536123,9692.380501656413,9327.731092436976,8343.848580441641,29.6,3.25,42.0,11.82,2019,,
34,ILLONA MORGENTHALER,METZ TRIATHLON,0 days 01:04:51,0 days 00:17:37,0 days 00:00:45,0 days 00:35:15,0 days 00:53:37,00:00:46,0 days 00:10:30,,,poinconnet,D1F,325.0,153.0,67.0,220.0,101.0,9164.739141608841,8552.507095553454,9683.21513002364,9316.133043207958,8396.825396825398,30.6,3.35,40.4,11.82,2019,,
35,CLAUDINE PODVIN,TRIATHLON CLUB MONTREUILLOIS,0 days 01:04:51,0 days 00:17:45,0 days 00:00:42,0 days 00:35:04,0 days 00:53:31,00:00:41,0 days 00:10:41,,,poinconnet,D1F,325.0,161.0,56.0,214.0,112.0,9164.739141608841,8488.262910798123,9733.84030418251,9333.54095297415,8252.730109204369,32.2,2.8,44.8,11.82,2019,,
36,SYLVAINE MAUFFREY,RED STAR CLUB CHAMPIGNY,0 days 01:04:55,0 days 00:17:53,0 days 00:00:44,0 days 00:34:59,0 days 00:53:36,00:00:44,0 days 00:10:38,,,poinconnet,D1F,329.0,169.0,51.0,219.0,109.0,9155.327342747112,8424.97670083877,9757.02715578847,9319.029850746268,8291.536050156741,33.8,2.55,43.6,11.96,2019,,
37,SELENE LEVEAU,RED STAR CLUB CHAMPIGNY,0 days 01:04:58,0 days 00:17:24,0 days 00:00:44,0 days 00:35:26,0 days 00:53:34,00:00:44,0 days 00:10:41,,,poinconnet,D1F,332.0,140.0,78.0,217.0,112.0,9148.281169830681,8659.003831417624,9633.113828786454,9324.828873677661,8252.730109204369,28.0,3.9,44.8,12.07,2019,,
38,ELISE FERREIRA,MONTLUCON TRIATHLON,0 days 01:05:07,0 days 00:17:24,0 days 00:00:59,0 days 00:35:13,0 days 00:53:36,00:00:49,0 days 00:10:44,U23,*,poinconnet,D1F,341.0,140.0,65.0,219.0,115.0,9127.20757614538,8659.003831417624,9692.380501656413,9319.029850746268,8214.285714285714,28.0,3.25,46.0,12.4,2019,,
39,LEA LEROSIER,ASPTT 36 SPORTS NATURE,0 days 01:05:09,0 days 00:16:32,0 days 00:00:44,0 days 00:36:23,0 days 00:53:39,00:00:46,0 days 00:10:46,U23,,poinconnet,D1F,343.0,88.0,135.0,222.0,117.0,9122.537733435662,9112.90322580645,9381.584974805313,9310.344827586207,8188.854489164087,17.6,6.75,46.8,12.47,2019,,
40,ELOISE COMBEAU,RED STAR CLUB CHAMPIGNY,0 days 01:05:19,0 days 00:17:24,0 days 00:00:45,0 days 00:35:54,0 days 00:54:03,00:00:43,0 days 00:10:35,U23,,poinconnet,D1F,353.0,140.0,106.0,246.0,106.0,9099.260015310028,8659.003831417624,9507.892293407614,9241.443108233118,8330.708661417324,28.0,5.3,42.4,12.84,2019,,
41,RAPHAELLE LUCAS,LYS CALAIS TRIATHLON,0 days 01:05:50,0 days 00:17:02,0 days 00:00:44,0 days 00:35:48,0 days 00:53:34,00:00:47,0 days 00:11:30,,,poinconnet,D1F,384.0,118.0,100.0,217.0,161.0,9027.848101265823,8845.401174168297,9534.450651769088,9324.828873677661,7666.666666666667,23.6,5.0,64.4,13.96,2019,,
42,FANNY CAMPENET,LA GRANDE MOTTE TRIATHLON,0 days 01:06:04,0 days 00:17:51,0 days 00:00:46,0 days 00:34:52,0 days 00:53:29,00:00:48,0 days 00:11:49,,,poinconnet,D1F,398.0,167.0,44.0,212.0,180.0,8995.963673057518,8440.709617180206,9789.674952198853,9339.358055468994,7461.212976022566,33.4,2.2,72.0,14.47,2019,,
43,SOLENNE BILLOUIN,ASPTT ANGERS,0 days 01:07:13,0 days 00:18:55,0 days 00:00:44,0 days 00:35:26,0 days 00:55:05,00:00:47,0 days 00:11:23,U23,,poinconnet,D1F,467.0,231.0,78.0,308.0,154.0,8842.05306223655,7964.757709251101,9633.113828786454,9068.078668683813,7745.241581259152,46.2,3.9,61.6,16.98,2019,,
44,ADRIANA COUDRAY,LE MANS TRIATHLON,0 days 01:07:21,0 days 00:18:55,0 days 00:00:43,0 days 00:35:28,0 days 00:55:06,00:00:48,0 days 00:11:29,U23,,poinconnet,D1F,475.0,231.0,80.0,309.0,160.0,8824.548379114081,7964.757709251101,9624.060150375939,9065.335753176043,7677.793904208998,46.2,4.0,64.0,17.27,2019,,
45,SANDRINE MOLLE,RED STAR CLUB CHAMPIGNY,0 days 01:07:22,0 days 00:19:23,0 days 00:00:48,0 days 00:34:42,0 days 00:54:53,00:00:53,0 days 00:11:38,,,poinconnet,D1F,476.0,259.0,34.0,296.0,169.0,8822.365165759526,7773.000859845229,9836.695485110471,9101.123595505618,7578.796561604585,51.8,1.7,67.6,17.31,2019,,
46,LOU BERLAND,ISSY TRIATHLON,0 days 01:07:30,0 days 00:18:06,0 days 00:00:49,0 days 00:36:54,0 days 00:55:49,00:00:48,0 days 00:10:54,,,poinconnet,D1F,484.0,182.0,166.0,352.0,125.0,8804.938271604939,8324.125230202579,9250.22583559169,8948.939982084205,8088.68501529052,36.4,8.3,50.0,17.6,2019,,
47,ELISA FONTENEAU,LE MANS TRIATHLON,0 days 01:07:32,0 days 00:18:23,0 days 00:00:43,0 days 00:36:46,0 days 00:55:52,00:00:44,0 days 00:10:58,U23,*,poinconnet,D1F,486.0,199.0,158.0,355.0,129.0,8800.592300098717,8195.829555757025,9283.77153218495,8940.9307875895,8039.51367781155,39.8,7.9,51.6,17.67,2019,,
48,NOEMIE LOUP,VERSAILLES TRIATHLON,0 days 01:07:33,0 days 00:17:52,0 days 00:00:47,0 days 00:37:13,0 days 00:55:52,00:00:48,0 days 00:10:54,U23,,poinconnet,D1F,487.0,168.0,185.0,355.0,125.0,8798.420922773255,8432.835820895521,9171.518137035378,8940.9307875895,8088.68501529052,33.6,9.25,50.0,17.71,2019,,
49,SEVERINE CRESPIN,ASPTT ANGERS,0 days 01:07:35,0 days 00:18:23,0 days 00:00:49,0 days 00:36:41,0 days 00:55:53,00:00:49,0 days 00:10:55,,,poinconnet,D1F,489.0,199.0,153.0,356.0,126.0,8794.081381011098,8195.829555757025,9304.861426624262,8938.26424097823,8076.335877862595,39.8,7.65,50.4,17.78,2019,,
50,PEGGY CHAVARDES,ASPTT 36 SPORTS NATURE,0 days 01:07:37,0 days 00:18:31,0 days 00:00:52,0 days 00:36:29,0 days 00:55:52,00:00:49,0 days 00:10:58,,,poinconnet,D1F,491.0,207.0,141.0,355.0,129.0,8789.74611782105,8136.813681368137,9355.870260392874,8940.9307875895,8039.51367781155,41.4,7.05,51.6,17.85,2019,,
51,INES DE POORTER,LE MANS TRIATHLON,0 days 01:07:53,0 days 00:18:01,0 days 00:00:46,0 days 00:37:08,0 days 00:55:55,00:00:46,0 days 00:11:15,U23,,poinconnet,D1F,507.0,177.0,180.0,358.0,146.0,8755.217284556838,8362.627197039777,9192.100538599641,8932.935916542474,7837.0370370370365,35.4,9.0,58.4,18.44,2019,,
52,ESTELLE MANCEAU,ASPTT ANGERS,0 days 01:08:02,0 days 00:18:54,0 days 00:00:46,0 days 00:36:11,0 days 00:55:51,00:00:52,0 days 00:11:21,,,poinconnet,D1F,516.0,230.0,123.0,354.0,152.0,8735.913767760901,7971.781305114638,9433.44081068632,8943.598925693823,7767.98825256975,46.0,6.15,60.8,18.76,2019,,
53,ANGELIQUE ROCHA,METZ TRIATHLON,0 days 01:10:19,0 days 00:18:56,0 days 00:00:50,0 days 00:38:33,0 days 00:58:19,00:00:50,0 days 00:11:12,,,poinconnet,D1F,653.0,232.0,265.0,502.0,143.0,8452.239867267124,7957.7464788732395,8854.30177258971,8565.304372677907,7872.023809523809,46.4,13.25,57.2,23.75,2019,,
54,CLEMENCE TEDESCO,TRI VAL DE GRAY,0 days 01:10:31,0 days 00:18:22,0 days 00:00:48,0 days 00:39:13,0 days 00:58:23,00:00:48,0 days 00:11:22,U23,,poinconnet,D1F,665.0,198.0,305.0,506.0,153.0,8428.26754904278,8203.266787658802,8703.782405439864,8555.52383671139,7756.598240469208,39.6,15.25,61.2,24.18,2019,,
55,SANDRINE FARIELLO,TRI VAL DE GRAY,0 days 01:10:40,0 days 00:19:00,0 days 00:01:01,0 days 00:38:21,0 days 00:58:22,00:00:47,0 days 00:11:32,,,poinconnet,D1F,674.0,236.0,253.0,505.0,163.0,8410.377358490567,7929.824561403509,8900.478053020426,8557.966876070817,7644.508670520231,47.2,12.65,65.2,24.51,2019,,
56,CONSTANCE DUSSER,VERSAILLES TRIATHLON,0 days 01:10:48,0 days 00:19:29,0 days 00:00:52,0 days 00:38:00,0 days 00:58:21,00:00:46,0 days 00:11:43,,,poinconnet,D1F,682.0,265.0,232.0,504.0,174.0,8394.538606403014,7733.105218135158,8982.456140350878,8560.411311053986,7524.893314366998,53.0,11.6,69.6,24.8,2019,,
57,EVE LECOMTE,METZ TRIATHLON,0 days 01:11:16,0 days 00:19:28,0 days 00:00:50,0 days 00:38:03,0 days 00:58:21,00:00:47,0 days 00:12:11,,,poinconnet,D1F,710.0,264.0,235.0,504.0,202.0,8339.569691300281,7739.72602739726,8970.6526500219,8560.411311053986,7236.6621067031465,52.8,11.75,80.8,25.82,2019,,
58,CONSTANCE CONCHON,ASPTT 36 SPORTS NATURE,0 days 01:11:18,0 days 00:18:33,0 days 00:00:53,0 days 00:38:57,0 days 00:58:23,00:00:51,0 days 00:12:06,,,poinconnet,D1F,712.0,209.0,289.0,506.0,197.0,8335.670874240299,8122.192273135669,8763.371844244759,8555.52383671139,7286.501377410468,41.8,14.45,78.8,25.89,2019,,
59,VERONIQUE PLATTEEUW,CAMBRAI TRIATHLON,0 days 01:11:19,0 days 00:20:17,0 days 00:01:02,0 days 00:37:05,0 days 00:58:24,00:00:51,0 days 00:12:06,,,poinconnet,D1F,713.0,313.0,177.0,507.0,197.0,8333.722832437486,7428.10188989318,9204.494382022473,8553.082191780823,7286.501377410468,62.6,8.85,78.8,25.93,2019,,
60,LYDIE DESPRES,LE MANS TRIATHLON,0 days 01:11:21,0 days 00:20:30,0 days 00:00:52,0 days 00:37:03,0 days 00:58:25,00:00:55,0 days 00:12:03,,,poinconnet,D1F,715.0,326.0,175.0,508.0,194.0,8329.82947909367,7349.59349593496,9212.775528565002,8550.641940085592,7316.7358229598885,65.2,8.75,77.6,26.0,2019,,
61,LOU LENOBLE,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 01:11:45,0 days 00:18:55,0 days 00:00:46,0 days 00:38:43,0 days 00:58:24,00:00:52,0 days 00:12:31,U23,,poinconnet,D1F,739.0,231.0,275.0,507.0,222.0,8283.391405342625,7964.757709251101,8816.185966422729,8553.082191780823,7043.9414114513975,46.2,13.75,88.8,26.87,2019,,
62,LAURIANE MASCARO,STADE FRANCAIS,0 days 01:12:13,0 days 00:19:29,0 days 00:00:50,0 days 00:38:05,0 days 00:58:24,00:00:50,0 days 00:13:00,,,poinconnet,D1F,767.0,265.0,237.0,507.0,251.0,8229.863835679667,7733.105218135158,8962.800875273524,8553.082191780823,6782.051282051282,53.0,11.85,100.4,27.89,2019,,
63,AGATHE ROLIN,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 01:16:24,0 days 00:20:25,0 days 00:00:58,0 days 00:40:30,0 days 01:01:53,00:00:53,0 days 00:13:40,,,poinconnet,D1F,1018.0,321.0,382.0,716.0,291.0,7779.232111692844,7379.591836734694,8427.98353909465,8071.640183140317,6451.219512195122,64.2,19.1,116.4,37.02,2019,,
1,MAEL ALRIC,RODEZ TRIATHLON 12,0 days 00:51:54,0 days 00:13:29,0 days 00:00:36,0 days 00:29:09,0 days 00:43:14,00:00:31,0 days 00:08:11,,,poinconnet,D1H,0.0,3.0,6.0,0.0,19.0,10000.0,9962.917181705809,9965.694682675816,10000.0,9613.034623217924,0.6,0.3,7.6,0.0,2019,,
2,NATHAN GUERBEUR,METZ TRIATHLON,0 days 00:52:06,0 days 00:13:29,0 days 00:00:34,0 days 00:29:12,0 days 00:43:15,00:00:37,0 days 00:08:16,U23,,poinconnet,D1H,12.0,3.0,9.0,1.0,24.0,9961.612284069099,9962.917181705809,9948.630136986301,9996.146435452794,9516.129032258064,0.6,0.45,9.6,0.44,2019,,
3,ROBIN MOUSSEL,EVREUX A.C. TRIATHLON,0 days 00:52:10,0 days 00:13:35,0 days 00:00:39,0 days 00:29:03,0 days 00:43:17,00:00:38,0 days 00:08:18,,,poinconnet,D1H,16.0,9.0,0.0,3.0,26.0,9948.88178913738,9889.57055214724,10000.0,9988.448209472468,9477.911646586346,1.8,0.0,10.4,0.58,2019,,
4,YOHAN LE BERRE,METZ TRIATHLON,0 days 00:52:37,0 days 00:13:27,0 days 00:00:45,0 days 00:30:01,0 days 00:44:13,00:00:34,0 days 00:07:52,,,poinconnet,D1H,43.0,1.0,58.0,59.0,0.0,9863.794741843521,9987.608426270135,9677.956690727375,9777.61025254429,10000.0,0.2,2.9,0.0,1.56,2019,,
5,JAWAD ABDELMOULA,RENNES TRIATHLON,0 days 00:52:45,0 days 00:13:28,0 days 00:00:35,0 days 00:30:10,0 days 00:44:13,00:00:31,0 days 00:08:03,,,poinconnet,D1H,51.0,2.0,67.0,59.0,11.0,9838.862559241705,9975.247524752474,9629.834254143647,9777.61025254429,9772.256728778468,0.4,3.35,4.4,1.85,2019,,
6,ANGELO VANDECASTEELE,ESM GONFREVILLE L ORCHER,0 days 00:52:48,0 days 00:13:28,0 days 00:00:36,0 days 00:30:12,0 days 00:44:16,00:00:37,0 days 00:07:58,,,poinconnet,D1H,54.0,2.0,69.0,62.0,6.0,9829.545454545454,9975.247524752474,9619.205298013245,9766.56626506024,9874.476987447699,0.4,3.45,2.4,1.96,2019,,
7,KRILAN LE BIHAN,US PALAISEAU TRIATHLON,0 days 00:52:50,0 days 00:13:26,0 days 00:00:35,0 days 00:30:13,0 days 00:44:14,00:00:38,0 days 00:07:59,U23,,poinconnet,D1H,56.0,0.0,70.0,60.0,7.0,9823.343848580442,10000.0,9613.899613899614,9773.92614920874,9853.862212943633,0.0,3.5,2.8,2.04,2019,,
8,BENOIT NICOLAS,ESM GONFREVILLE L ORCHER,0 days 00:52:52,0 days 00:13:36,0 days 00:00:40,0 days 00:29:59,0 days 00:44:15,00:00:37,0 days 00:08:02,,,poinconnet,D1H,58.0,10.0,56.0,61.0,10.0,9817.150063051702,9877.450980392157,9688.715953307394,9770.24482109228,9792.53112033195,2.0,2.8,4.0,2.11,2019,,
9,ALEXANDRE BOURGEOIS,MONTLUCON TRIATHLON,0 days 00:52:53,0 days 00:13:27,0 days 00:00:37,0 days 00:30:15,0 days 00:44:19,00:00:37,0 days 00:07:59,,,poinconnet,D1H,59.0,1.0,72.0,65.0,7.0,9814.056098329656,9987.608426270135,9603.305785123966,9755.54719819481,9853.862212943633,0.2,3.6,2.8,2.15,2019,,
10,MAXIME BARGETTO,METZ TRIATHLON,0 days 00:52:56,0 days 00:13:33,0 days 00:00:37,0 days 00:30:06,0 days 00:44:16,00:00:37,0 days 00:08:05,,,poinconnet,D1H,62.0,7.0,63.0,62.0,13.0,9804.785894206549,9913.89913899139,9651.162790697676,9766.56626506024,9731.958762886597,1.4,3.15,5.2,2.25,2019,,
11,ARNAUD DELY,ESM GONFREVILLE L ORCHER,0 days 00:52:58,0 days 00:13:29,0 days 00:00:37,0 days 00:30:09,0 days 00:44:15,00:00:38,0 days 00:08:06,U23,,poinconnet,D1H,64.0,3.0,66.0,61.0,14.0,9798.615481434865,9962.917181705809,9635.157545605307,9770.24482109228,9711.9341563786,0.6,3.3,5.6,2.33,2019,,
12,NICOLAS TILMAN,LES TRITONS MELDOIS,0 days 00:52:58,0 days 00:13:36,0 days 00:00:38,0 days 00:30:05,0 days 00:44:19,00:00:35,0 days 00:08:06,,,poinconnet,D1H,64.0,10.0,62.0,65.0,14.0,9798.615481434865,9877.450980392157,9656.509695290859,9755.54719819481,9711.9341563786,2.0,3.1,5.6,2.33,2019,,
13,ADRIEN LATESTERE,TEAM NOYON TRIATHLON,0 days 00:53:00,0 days 00:13:31,0 days 00:00:39,0 days 00:30:12,0 days 00:44:22,00:00:40,0 days 00:08:01,,,poinconnet,D1H,66.0,5.0,69.0,68.0,9.0,9792.452830188678,9938.347718865598,9619.205298013245,9744.552967693464,9812.889812889813,1.0,3.45,3.6,2.4,2019,,
14,ROMAIN HESSCHENTIER,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:53:00,0 days 00:13:34,0 days 00:00:38,0 days 00:30:06,0 days 00:44:18,00:00:39,0 days 00:08:05,,,poinconnet,D1H,66.0,8.0,63.0,64.0,13.0,9792.452830188678,9901.719901719902,9651.162790697676,9759.217456734386,9731.958762886597,1.6,3.15,5.2,2.4,2019,,
15,NICOLAS BAROUX,ESM GONFREVILLE L ORCHER,0 days 00:53:00,0 days 00:13:33,0 days 00:00:38,0 days 00:30:05,0 days 00:44:16,00:00:38,0 days 00:08:08,,,poinconnet,D1H,66.0,7.0,62.0,62.0,16.0,9792.452830188678,9913.89913899139,9656.509695290859,9766.56626506024,9672.131147540984,1.4,3.1,6.4,2.4,2019,,
16,CYRIL VINCENT VIRY,A.S. CORBEIL-ESSONNES TRIATHLON,0 days 00:53:04,0 days 00:13:30,0 days 00:00:38,0 days 00:30:12,0 days 00:44:20,00:00:39,0 days 00:08:08,,,poinconnet,D1H,70.0,4.0,69.0,66.0,16.0,9780.150753768843,9950.617283950616,9619.205298013245,9751.87969924812,9672.131147540984,0.8,3.45,6.4,2.55,2019,,
17,EMILE BLONDEL HERMANT,TEAM NOYON TRIATHLON,0 days 00:53:06,0 days 00:13:34,0 days 00:00:38,0 days 00:30:06,0 days 00:44:18,00:00:39,0 days 00:08:12,,,poinconnet,D1H,72.0,8.0,63.0,64.0,20.0,9774.011299435027,9901.719901719902,9651.162790697676,9759.217456734386,9593.49593495935,1.6,3.15,8.0,2.62,2019,,
18,URKO HERRAN AGUILAR,US PALAISEAU TRIATHLON,0 days 00:53:09,0 days 00:13:32,0 days 00:00:36,0 days 00:30:13,0 days 00:44:21,00:00:38,0 days 00:08:12,,,poinconnet,D1H,75.0,6.0,70.0,67.0,20.0,9764.816556914393,9926.108374384236,9613.899613899614,9748.214956783164,9593.49593495935,1.2,3.5,8.0,2.73,2019,,
19,QUENTIN AMARAL,US PALAISEAU TRIATHLON,0 days 00:53:09,0 days 00:13:32,0 days 00:00:37,0 days 00:30:12,0 days 00:44:21,00:00:41,0 days 00:08:10,U23,,poinconnet,D1H,75.0,6.0,69.0,67.0,18.0,9764.816556914393,9926.108374384236,9619.205298013245,9748.214956783164,9632.65306122449,1.2,3.45,7.2,2.73,2019,,
20,TIM VAN HEMEL,ESM GONFREVILLE L ORCHER,0 days 00:53:11,0 days 00:13:48,0 days 00:00:38,0 days 00:29:52,0 days 00:44:18,00:00:41,0 days 00:08:15,,,poinconnet,D1H,77.0,22.0,49.0,64.0,23.0,9758.696333437794,9734.299516908213,9726.5625,9759.217456734386,9535.353535353535,4.4,2.45,9.2,2.8,2019,,
21,MICKAEL CHAUMOND,TEAM NOYON TRIATHLON,0 days 00:53:13,0 days 00:13:31,0 days 00:00:37,0 days 00:30:12,0 days 00:44:20,00:00:39,0 days 00:08:17,,,poinconnet,D1H,79.0,5.0,69.0,66.0,25.0,9752.583777012214,9938.347718865598,9619.205298013245,9751.87969924812,9496.981891348089,1.0,3.45,10.0,2.87,2019,,
22,DORIAN MULLER,ASPTT STRASBOURG TRI,0 days 00:53:15,0 days 00:13:40,0 days 00:00:36,0 days 00:29:58,0 days 00:44:14,00:00:37,0 days 00:08:26,U23,,poinconnet,D1H,81.0,14.0,55.0,60.0,34.0,9746.478873239437,9829.268292682927,9694.104560622915,9773.92614920874,9328.06324110672,2.8,2.75,13.6,2.95,2019,,
23,MATTHIEU DIVERRES,TEAM NOYON TRIATHLON,0 days 00:53:21,0 days 00:13:30,0 days 00:00:36,0 days 00:30:13,0 days 00:44:19,00:00:38,0 days 00:08:26,,,poinconnet,D1H,87.0,4.0,70.0,65.0,34.0,9728.209934395501,9950.617283950616,9613.899613899614,9755.54719819481,9328.06324110672,0.8,3.5,13.6,3.16,2019,,
24,MALO LE BIHAN,PONTIVY TRIATHLON,0 days 00:53:30,0 days 00:13:36,0 days 00:00:39,0 days 00:30:02,0 days 00:44:17,00:00:38,0 days 00:08:37,U23,,poinconnet,D1H,96.0,10.0,59.0,63.0,45.0,9700.934579439252,9877.450980392157,9672.58601553829,9762.890477982688,9129.593810444874,2.0,2.95,18.0,3.49,2019,,
25,MAEL SICOT,RENNES TRIATHLON,0 days 00:53:34,0 days 00:13:36,0 days 00:00:38,0 days 00:30:06,0 days 00:44:20,00:00:45,0 days 00:08:30,,,poinconnet,D1H,100.0,10.0,63.0,66.0,38.0,9688.86123210952,9877.450980392157,9651.162790697676,9751.87969924812,9254.901960784315,2.0,3.15,15.2,3.64,2019,,
26,WAZO DE ROUCK,LES TRITONS MELDOIS,0 days 00:53:38,0 days 00:13:54,0 days 00:00:41,0 days 00:29:43,0 days 00:44:18,00:00:40,0 days 00:08:43,,,poinconnet,D1H,104.0,28.0,40.0,64.0,51.0,9676.817899316346,9664.268585131895,9775.659001682558,9759.217456734386,9024.856596558317,5.6,2.0,20.4,3.78,2019,,
27,JULIEN CITERNE,RODEZ TRIATHLON 12,0 days 00:53:39,0 days 00:13:39,0 days 00:00:40,0 days 00:30:01,0 days 00:44:20,00:00:42,0 days 00:08:40,U23,,poinconnet,D1H,105.0,13.0,58.0,66.0,48.0,9673.81174277726,9841.269841269841,9677.956690727375,9751.87969924812,9076.923076923076,2.6,2.9,19.2,3.82,2019,,
28,FLORIAN DUPRE,US PALAISEAU TRIATHLON,0 days 00:54:06,0 days 00:13:43,0 days 00:00:35,0 days 00:30:02,0 days 00:44:20,00:00:39,0 days 00:09:08,U23,,poinconnet,D1H,132.0,17.0,59.0,66.0,76.0,9593.345656192238,9793.438639125152,9672.58601553829,9751.87969924812,8613.138686131386,3.4,2.95,30.4,4.8,2019,,
29,SIMON DAMIENS,MONTLUCON TRIATHLON,0 days 00:54:17,0 days 00:13:35,0 days 00:00:37,0 days 00:31:12,0 days 00:45:24,00:00:36,0 days 00:08:18,,,poinconnet,D1H,143.0,9.0,129.0,130.0,26.0,9560.945655511206,9889.57055214724,9310.897435897436,9522.760646108663,9477.911646586346,1.8,6.45,10.4,5.2,2019,,
30,ALBAN PIERRE,EVREUX A.C. TRIATHLON,0 days 00:54:22,0 days 00:13:42,0 days 00:00:43,0 days 00:30:42,0 days 00:45:07,00:00:44,0 days 00:08:34,U23,,poinconnet,D1H,148.0,16.0,99.0,113.0,42.0,9546.290619251993,9805.35279805353,9462.540716612377,9582.56372367935,9182.879377431906,3.2,4.95,16.8,5.38,2019,,
31,THOMAS TEREYGEOL,ISSY TRIATHLON,0 days 00:54:25,0 days 00:14:05,0 days 00:00:40,0 days 00:30:36,0 days 00:45:21,00:00:37,0 days 00:08:29,,,poinconnet,D1H,151.0,39.0,93.0,127.0,37.0,9537.519142419602,9538.461538461539,9493.464052287582,9533.259830944506,9273.084479371317,7.8,4.65,14.8,5.49,2019,,
32,JULIEN DEQUIDT,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:54:28,0 days 00:13:44,0 days 00:00:34,0 days 00:30:49,0 days 00:45:07,00:00:39,0 days 00:08:44,,,poinconnet,D1H,154.0,18.0,106.0,113.0,52.0,9528.763769889842,9781.553398058253,9426.71714440238,9582.56372367935,9007.633587786258,3.6,5.3,20.8,5.6,2019,,
33,LILIAN PIERRE,EVREUX A.C. TRIATHLON,0 days 00:54:29,0 days 00:13:55,0 days 00:00:39,0 days 00:30:48,0 days 00:45:22,00:00:40,0 days 00:08:29,U23,,poinconnet,D1H,155.0,29.0,105.0,128.0,37.0,9525.848883450597,9652.694610778442,9431.818181818182,9529.757531227038,9273.084479371317,5.8,5.25,14.8,5.64,2019,,
34,JAN PETRALIA,LES TRITONS MELDOIS,0 days 00:54:30,0 days 00:14:06,0 days 00:00:42,0 days 00:30:35,0 days 00:45:23,00:00:41,0 days 00:08:28,,,poinconnet,D1H,156.0,40.0,92.0,129.0,36.0,9522.935779816513,9527.186761229315,9498.637602179837,9526.257803892766,9291.338582677165,8.0,4.6,14.4,5.67,2019,,
35,JULIEN SENCE,MSA TRIATHLON,0 days 00:54:31,0 days 00:13:55,0 days 00:00:42,0 days 00:30:47,0 days 00:45:24,00:00:41,0 days 00:08:29,,,poinconnet,D1H,157.0,29.0,104.0,130.0,37.0,9520.024457352492,9652.694610778442,9436.924742826204,9522.760646108663,9273.084479371317,5.8,5.2,14.8,5.71,2019,,
36,SULIAN COURJAL,A.S. CORBEIL-ESSONNES TRIATHLON,0 days 00:54:31,0 days 00:13:45,0 days 00:00:40,0 days 00:30:58,0 days 00:45:23,00:00:40,0 days 00:08:31,,,poinconnet,D1H,157.0,19.0,115.0,129.0,39.0,9520.024457352492,9769.69696969697,9381.054897739505,9526.257803892766,9236.79060665362,3.8,5.75,15.6,5.71,2019,,
37,CLEMENT BOURDON,ASPTT STRASBOURG TRI,0 days 00:54:35,0 days 00:14:00,0 days 00:00:39,0 days 00:30:46,0 days 00:45:25,00:00:38,0 days 00:08:34,U23,,poinconnet,D1H,161.0,34.0,103.0,131.0,42.0,9508.396946564886,9595.238095238095,9442.036836403035,9519.266055045871,9182.879377431906,6.8,5.15,16.8,5.85,2019,,
